"Date","Site","Depth","TP_interp"
2013-03-07,50,0.1,27
2013-03-07,50,0.8,32.3
2013-03-07,50,1.6,30.7
2013-03-07,50,2.8,35.6
2013-03-07,50,3.8,27
2013-03-07,50,5,35.6
2013-03-07,50,5.2,NA
2013-03-07,50,5.5,NA
2013-03-07,50,5.8,NA
2013-03-07,50,6,NA
2013-03-07,50,6.2,42.2
2013-03-07,50,8,47.9
2013-03-07,50,9,NA
2013-03-07,50,9.3,NA
2013-04-04,50,0.1,27
2013-04-04,50,0.8,32.3
2013-04-04,50,1.6,30.7
2013-04-04,50,2.8,35.6
2013-04-04,50,3.8,27
2013-04-04,50,5,35.6
2013-04-04,50,5.2,NA
2013-04-04,50,5.5,NA
2013-04-04,50,5.8,NA
2013-04-04,50,6,NA
2013-04-04,50,6.2,42.2
2013-04-04,50,8,47.9
2013-04-04,50,9,NA
2013-04-04,50,9.3,NA
2013-04-11,50,0.1,27
2013-04-11,50,0.8,31.1
2013-04-11,50,1.6,60.3
2013-04-11,50,2.8,45.2
2013-04-11,50,3.8,27
2013-04-11,50,5,30.1
2013-04-11,50,5.2,NA
2013-04-11,50,5.5,NA
2013-04-11,50,5.8,NA
2013-04-11,50,6,NA
2013-04-11,50,6.2,52.2
2013-04-11,50,8,41.1
2013-04-11,50,9,NA
2013-04-11,50,9.3,NA
2013-04-18,50,0.1,26
2013-04-18,50,0.8,32.1
2013-04-18,50,1.6,36.1
2013-04-18,50,2.8,24.8
2013-04-18,50,3.8,35
2013-04-18,50,5,26.4
2013-04-18,50,5.2,NA
2013-04-18,50,5.5,NA
2013-04-18,50,5.8,NA
2013-04-18,50,6,NA
2013-04-18,50,6.2,24
2013-04-18,50,8,30.3
2013-04-18,50,9,NA
2013-04-18,50,9.3,NA
2013-04-25,50,0.1,27.9
2013-04-25,50,0.8,27.9
2013-04-25,50,1.6,31.1
2013-04-25,50,2.8,49.8
2013-04-25,50,3.8,24
2013-04-25,50,5,24
2013-04-25,50,5.2,NA
2013-04-25,50,5.5,NA
2013-04-25,50,5.8,NA
2013-04-25,50,6,NA
2013-04-25,50,6.2,33.4
2013-04-25,50,8,39.6
2013-04-25,50,9,NA
2013-04-25,50,9.3,NA
2013-04-30,50,0.1,31.9
2013-04-30,50,0.8,49.35
2013-04-30,50,1.6,38.75
2013-04-30,50,2.8,36.7
2013-04-30,50,3.8,21.2
2013-04-30,50,5,23.8
2013-04-30,50,5.2,NA
2013-04-30,50,5.5,NA
2013-04-30,50,5.8,NA
2013-04-30,50,6,NA
2013-04-30,50,6.2,25.9
2013-04-30,50,8,34.25
2013-04-30,50,9,NA
2013-04-30,50,9.3,NA
2013-05-02,50,0.1,35.9
2013-05-02,50,0.8,70.8
2013-05-02,50,1.6,46.4
2013-05-02,50,2.8,23.6
2013-05-02,50,3.8,18.4
2013-05-02,50,5,23.6
2013-05-02,50,5.2,NA
2013-05-02,50,5.5,NA
2013-05-02,50,5.8,NA
2013-05-02,50,6,NA
2013-05-02,50,6.2,18.4
2013-05-02,50,8,28.9
2013-05-02,50,9,NA
2013-05-02,50,9.3,NA
2013-05-09,50,0.1,21.9
2013-05-09,50,0.8,20.2
2013-05-09,50,1.6,26.3
2013-05-09,50,2.8,31.5
2013-05-09,50,3.8,21.9
2013-05-09,50,5,35.9
2013-05-09,50,5.2,NA
2013-05-09,50,5.5,NA
2013-05-09,50,5.8,NA
2013-05-09,50,6,NA
2013-05-09,50,6.2,28
2013-05-09,50,8,24.5
2013-05-09,50,9,NA
2013-05-09,50,9.3,NA
2013-05-14,50,0.1,22.3
2013-05-14,50,0.8,22.3
2013-05-14,50,1.6,26.6333333333333
2013-05-14,50,2.8,27.0333333333333
2013-05-14,50,3.8,32.0666666666667
2013-05-14,50,5,31.9333333333333
2013-05-14,50,5.2,NA
2013-05-14,50,5.5,NA
2013-05-14,50,5.8,NA
2013-05-14,50,6,NA
2013-05-14,50,6.2,28.9
2013-05-14,50,8,24.0333333333333
2013-05-14,50,9,NA
2013-05-14,50,9.3,NA
2013-05-15,50,0.1,22.7
2013-05-15,50,0.8,24.4
2013-05-15,50,1.6,26.9666666666667
2013-05-15,50,2.8,22.5666666666667
2013-05-15,50,3.8,42.2333333333333
2013-05-15,50,5,27.9666666666667
2013-05-15,50,5.2,NA
2013-05-15,50,5.5,NA
2013-05-15,50,5.8,NA
2013-05-15,50,6,NA
2013-05-15,50,6.2,29.8
2013-05-15,50,8,23.5666666666667
2013-05-15,50,9,NA
2013-05-15,50,9.3,NA
2013-05-16,50,0.1,23.1
2013-05-16,50,0.8,26.5
2013-05-16,50,1.6,27.3
2013-05-16,50,2.8,18.1
2013-05-16,50,3.8,52.4
2013-05-16,50,5,24
2013-05-16,50,5.2,NA
2013-05-16,50,5.5,NA
2013-05-16,50,5.8,NA
2013-05-16,50,6,NA
2013-05-16,50,6.2,30.7
2013-05-16,50,8,23.1
2013-05-16,50,9,NA
2013-05-16,50,9.3,NA
2013-05-21,50,0.1,24.35
2013-05-21,50,0.8,25.25
2013-05-21,50,1.6,24.4
2013-05-21,50,2.8,23.1
2013-05-21,50,3.8,36.5
2013-05-21,50,5,24.4
2013-05-21,50,5.2,NA
2013-05-21,50,5.5,NA
2013-05-21,50,5.8,NA
2013-05-21,50,6,NA
2013-05-21,50,6.2,30.25
2013-05-21,50,8,21
2013-05-21,50,9,NA
2013-05-21,50,9.3,NA
2013-05-23,50,0.1,25.6
2013-05-23,50,0.8,24
2013-05-23,50,1.6,21.5
2013-05-23,50,2.8,28.1
2013-05-23,50,3.8,20.6
2013-05-23,50,5,24.8
2013-05-23,50,5.2,NA
2013-05-23,50,5.5,NA
2013-05-23,50,5.8,NA
2013-05-23,50,6,NA
2013-05-23,50,6.2,29.8
2013-05-23,50,8,18.9
2013-05-23,50,9,NA
2013-05-23,50,9.3,NA
2013-05-30,50,0.1,22.3
2013-05-30,50,0.8,34.9
2013-05-30,50,1.6,23.8
2013-05-30,50,2.8,26.2
2013-05-30,50,3.8,32.6
2013-05-30,50,5,27
2013-05-30,50,5.2,NA
2013-05-30,50,5.5,NA
2013-05-30,50,5.8,NA
2013-05-30,50,6,NA
2013-05-30,50,6.2,25.4
2013-05-30,50,8,30.2
2013-05-30,50,9,NA
2013-05-30,50,9.3,NA
2013-06-04,50,0.1,25.3
2013-06-04,50,0.8,30.35
2013-06-04,50,1.6,32.65
2013-06-04,50,2.8,29.7
2013-06-04,50,3.8,30
2013-06-04,50,5,24.35
2013-06-04,50,5.2,NA
2013-06-04,50,5.5,NA
2013-06-04,50,5.8,NA
2013-06-04,50,6,NA
2013-06-04,50,6.2,28.9
2013-06-04,50,8,32.95
2013-06-04,50,9,NA
2013-06-04,50,9.3,NA
2013-06-06,50,0.1,28.3
2013-06-06,50,0.8,25.8
2013-06-06,50,1.6,41.5
2013-06-06,50,2.8,33.2
2013-06-06,50,3.8,27.4
2013-06-06,50,5,21.7
2013-06-06,50,5.2,NA
2013-06-06,50,5.5,NA
2013-06-06,50,5.8,NA
2013-06-06,50,6,NA
2013-06-06,50,6.2,32.4
2013-06-06,50,8,35.7
2013-06-06,50,9,NA
2013-06-06,50,9.3,NA
2013-06-13,50,0.1,21.7
2013-06-13,50,0.8,31.65
2013-06-13,50,1.6,21.7
2013-06-13,50,2.8,36.15
2013-06-13,50,3.8,22.5
2013-06-13,50,5,23.4
2013-06-13,50,5.2,NA
2013-06-13,50,5.5,NA
2013-06-13,50,5.8,NA
2013-06-13,50,6,NA
2013-06-13,50,6.2,19.1
2013-06-13,50,8,18.3
2013-06-13,50,9,NA
2013-06-13,50,9.3,NA
2013-06-20,50,0.1,36.7
2013-06-20,50,0.8,37.5
2013-06-20,50,1.6,37.5
2013-06-20,50,2.8,39.1
2013-06-20,50,3.8,38.3
2013-06-20,50,5,31.9
2013-06-20,50,5.2,NA
2013-06-20,50,5.5,NA
2013-06-20,50,5.8,NA
2013-06-20,50,6,NA
2013-06-20,50,6.2,39.1
2013-06-20,50,8,38.3
2013-06-20,50,9,NA
2013-06-20,50,9.3,NA
2013-06-25,50,0.1,29.95
2013-06-25,50,0.8,33.9
2013-06-25,50,1.6,33.15
2013-06-25,50,2.8,30.75
2013-06-25,50,3.8,39.7333333333333
2013-06-25,50,5,27.55
2013-06-25,50,5.2,NA
2013-06-25,50,5.5,NA
2013-06-25,50,5.8,NA
2013-06-25,50,6,NA
2013-06-25,50,6.2,33.15
2013-06-25,50,8,54.95
2013-06-25,50,9,NA
2013-06-25,50,9.3,NA
2013-06-27,50,0.1,23.2
2013-06-27,50,0.8,30.3
2013-06-27,50,1.6,28.8
2013-06-27,50,2.8,22.4
2013-06-27,50,3.8,41.1666666666667
2013-06-27,50,5,23.2
2013-06-27,50,5.2,NA
2013-06-27,50,5.5,NA
2013-06-27,50,5.8,NA
2013-06-27,50,6,NA
2013-06-27,50,6.2,27.2
2013-06-27,50,8,71.6
2013-06-27,50,9,NA
2013-06-27,50,9.3,NA
2013-07-03,50,0.1,38.9
2013-07-03,50,0.8,48
2013-07-03,50,1.6,49.9
2013-07-03,50,2.8,74.4
2013-07-03,50,3.8,42.6
2013-07-03,50,5,45.3
2013-07-03,50,5.2,NA
2013-07-03,50,5.5,NA
2013-07-03,50,5.8,NA
2013-07-03,50,6,NA
2013-07-03,50,6.2,33.5
2013-07-03,50,8,35.3
2013-07-03,50,9,NA
2013-07-03,50,9.3,NA
2013-07-11,50,0.1,55.5
2013-07-11,50,0.8,118.8
2013-07-11,50,1.6,42.2
2013-07-11,50,2.8,28
2013-07-11,50,3.8,24.7
2013-07-11,50,5,20.5
2013-07-11,50,5.2,NA
2013-07-11,50,5.5,NA
2013-07-11,50,5.8,NA
2013-07-11,50,6,NA
2013-07-11,50,6.2,23
2013-07-11,50,8,23.8
2013-07-11,50,9,NA
2013-07-11,50,9.3,NA
2013-07-15,50,0.1,29.3
2013-07-15,50,0.8,35.9
2013-07-15,50,1.6,27.7
2013-07-15,50,2.8,28.5
2013-07-15,50,3.8,21.1
2013-07-15,50,5,21.9
2013-07-15,50,5.2,NA
2013-07-15,50,5.5,NA
2013-07-15,50,5.8,NA
2013-07-15,50,6,NA
2013-07-15,50,6.2,17
2013-07-15,50,8,21.1
2013-07-15,50,9,NA
2013-07-15,50,9.3,NA
2013-07-18,50,0.1,30.9
2013-07-18,50,0.8,36.65
2013-07-18,50,1.6,41.55
2013-07-18,50,2.8,59.1
2013-07-18,50,3.8,31.3
2013-07-18,50,5,23.95
2013-07-18,50,5.2,NA
2013-07-18,50,5.5,NA
2013-07-18,50,5.8,NA
2013-07-18,50,6,NA
2013-07-18,50,6.2,34.15
2013-07-18,50,8,29.65
2013-07-18,50,9,NA
2013-07-18,50,9.3,NA
2013-07-22,50,0.1,32.5
2013-07-22,50,0.8,37.4
2013-07-22,50,1.6,55.4
2013-07-22,50,2.8,89.7
2013-07-22,50,3.8,41.5
2013-07-22,50,5,26
2013-07-22,50,5.2,NA
2013-07-22,50,5.5,NA
2013-07-22,50,5.8,NA
2013-07-22,50,6,NA
2013-07-22,50,6.2,51.3
2013-07-22,50,8,38.2
2013-07-22,50,9,NA
2013-07-22,50,9.3,NA
2013-07-25,50,0.1,36.2
2013-07-25,50,0.8,70.7
2013-07-25,50,1.6,62.5
2013-07-25,50,2.8,23
2013-07-25,50,3.8,45.2
2013-07-25,50,5,62.6
2013-07-25,50,5.2,NA
2013-07-25,50,5.5,NA
2013-07-25,50,5.8,NA
2013-07-25,50,6,NA
2013-07-25,50,6.2,32.6
2013-07-25,50,8,98
2013-07-25,50,9,NA
2013-07-25,50,9.3,NA
2013-07-29,50,0.1,23.9
2013-07-29,50,0.8,36.2
2013-07-29,50,1.6,76.4
2013-07-29,50,2.8,52.6
2013-07-29,50,3.8,38.6
2013-07-29,50,5,35.4
2013-07-29,50,5.2,NA
2013-07-29,50,5.5,NA
2013-07-29,50,5.8,NA
2013-07-29,50,6,NA
2013-07-29,50,6.2,40.3
2013-07-29,50,8,22.2
2013-07-29,50,9,NA
2013-07-29,50,9.3,NA
2013-08-01,50,0.1,51
2013-08-01,50,0.8,51
2013-08-01,50,1.6,51.9
2013-08-01,50,2.8,68.5
2013-08-01,50,3.8,38.6
2013-08-01,50,5,40.2
2013-08-01,50,5.2,NA
2013-08-01,50,5.5,NA
2013-08-01,50,5.8,NA
2013-08-01,50,6,NA
2013-08-01,50,6.2,68.5
2013-08-01,50,8,53.5
2013-08-01,50,9,NA
2013-08-01,50,9.3,NA
2013-08-08,50,0.1,43.7
2013-08-08,50,0.8,25.7
2013-08-08,50,1.6,24.1
2013-08-08,50,2.8,25.7
2013-08-08,50,3.8,56.8
2013-08-08,50,5,34.7
2013-08-08,50,5.2,NA
2013-08-08,50,5.5,NA
2013-08-08,50,5.8,NA
2013-08-08,50,6,NA
2013-08-08,50,6.2,36.4
2013-08-08,50,8,26.5
2013-08-08,50,9,NA
2013-08-08,50,9.3,NA
2013-08-12,50,0.1,23.5
2013-08-12,50,0.8,20.7
2013-08-12,50,1.6,22.1
2013-08-12,50,2.8,22.8
2013-08-12,50,3.8,22.1
2013-08-12,50,5,15.9
2013-08-12,50,5.2,NA
2013-08-12,50,5.5,NA
2013-08-12,50,5.8,NA
2013-08-12,50,6,NA
2013-08-12,50,6.2,13.8
2013-08-12,50,8,15.9
2013-08-12,50,9,NA
2013-08-12,50,9.3,NA
2013-08-28,50,0.1,19.8
2013-08-28,50,0.8,21
2013-08-28,50,1.6,19.6
2013-08-28,50,2.8,33.6
2013-08-28,50,3.8,25.05
2013-08-28,50,5,19.2
2013-08-28,50,5.2,NA
2013-08-28,50,5.5,NA
2013-08-28,50,5.8,NA
2013-08-28,50,6,NA
2013-08-28,50,6.2,16.35
2013-08-28,50,8,21.9
2013-08-28,50,9,NA
2013-08-28,50,9.3,NA
2013-09-18,50,0.1,16.1
2013-09-18,50,0.8,16.1
2013-09-18,50,1.6,17.1
2013-09-18,50,2.8,17.1
2013-09-18,50,3.8,28
2013-09-18,50,5,19.8
2013-09-18,50,5.2,NA
2013-09-18,50,5.5,NA
2013-09-18,50,5.8,NA
2013-09-18,50,6,NA
2013-09-18,50,6.2,18.9
2013-09-18,50,8,17.1
2013-09-18,50,9,NA
2013-09-18,50,9.3,NA
2013-09-25,50,0.1,27.1
2013-09-25,50,0.8,17.1
2013-09-25,50,1.6,20.7
2013-09-25,50,2.8,21.6
2013-09-25,50,3.8,25.3
2013-09-25,50,5,18.9
2013-09-25,50,5.2,NA
2013-09-25,50,5.5,NA
2013-09-25,50,5.8,NA
2013-09-25,50,6,NA
2013-09-25,50,6.2,30.8
2013-09-25,50,8,18.9
2013-09-25,50,9,NA
2013-09-25,50,9.3,NA
2013-10-16,50,0.1,24.5
2013-10-16,50,0.8,22.6
2013-10-16,50,1.6,20.8
2013-10-16,50,2.8,20.8
2013-10-16,50,3.8,21.7
2013-10-16,50,5,19.8
2013-10-16,50,5.2,NA
2013-10-16,50,5.5,NA
2013-10-16,50,5.8,NA
2013-10-16,50,6,NA
2013-10-16,50,6.2,16.1
2013-10-16,50,8,18
2013-10-16,50,9,NA
2013-10-16,50,9.3,NA
2013-10-23,50,0.1,36
2013-10-23,50,0.8,23.55
2013-10-23,50,1.6,36.9
2013-10-23,50,2.8,19.2
2013-10-23,50,3.8,16.4
2013-10-23,50,5,17.4
2013-10-23,50,5.2,NA
2013-10-23,50,5.5,NA
2013-10-23,50,5.8,NA
2013-10-23,50,6,NA
2013-10-23,50,6.2,15.5
2013-10-23,50,8,13.6
2013-10-23,50,9,NA
2013-10-23,50,9.3,NA
2013-10-30,50,0.1,28
2013-10-30,50,0.8,24.5
2013-10-30,50,1.6,25.3
2013-10-30,50,2.8,19.2
2013-10-30,50,3.8,19.2
2013-10-30,50,5,20.1
2013-10-30,50,5.2,NA
2013-10-30,50,5.5,NA
2013-10-30,50,5.8,NA
2013-10-30,50,6,NA
2013-10-30,50,6.2,17.4
2013-10-30,50,8,20.1
2013-10-30,50,9,NA
2013-10-30,50,9.3,NA
2013-11-06,50,0.1,11.2
2013-11-06,50,0.8,13
2013-11-06,50,1.6,20.9
2013-11-06,50,2.8,19.2
2013-11-06,50,3.8,13
2013-11-06,50,5,12.1
2013-11-06,50,5.2,NA
2013-11-06,50,5.5,NA
2013-11-06,50,5.8,NA
2013-11-06,50,6,NA
2013-11-06,50,6.2,11.2
2013-11-06,50,8,15.6
2013-11-06,50,9,NA
2013-11-06,50,9.3,NA
2013-11-20,50,0.1,12.0333333333333
2013-11-20,50,0.8,14.0666666666667
2013-11-20,50,1.6,18.4333333333333
2013-11-20,50,2.8,17.7666666666667
2013-11-20,50,3.8,13.2
2013-11-20,50,5,12.3333333333333
2013-11-20,50,5.2,NA
2013-11-20,50,5.5,NA
2013-11-20,50,5.8,NA
2013-11-20,50,6,NA
2013-11-20,50,6.2,12.4333333333333
2013-11-20,50,8,13.4333333333333
2013-11-20,50,9,NA
2013-11-20,50,9.3,NA
2013-12-04,50,0.1,12.8666666666667
2013-12-04,50,0.8,15.1333333333333
2013-12-04,50,1.6,15.9666666666667
2013-12-04,50,2.8,16.3333333333333
2013-12-04,50,3.8,13.4
2013-12-04,50,5,12.5666666666667
2013-12-04,50,5.2,NA
2013-12-04,50,5.5,NA
2013-12-04,50,5.8,NA
2013-12-04,50,6,NA
2013-12-04,50,6.2,13.6666666666667
2013-12-04,50,8,11.2666666666667
2013-12-04,50,9,NA
2013-12-04,50,9.3,NA
2014-05-05,50,0.1,13.7
2014-05-05,50,0.8,16.2
2014-05-05,50,1.6,13.5
2014-05-05,50,2.8,14.9
2014-05-05,50,3.8,13.6
2014-05-05,50,5,12.8
2014-05-05,50,5.2,NA
2014-05-05,50,5.5,NA
2014-05-05,50,5.8,NA
2014-05-05,50,6,NA
2014-05-05,50,6.2,14.9
2014-05-05,50,8,9.1
2014-05-05,50,9,10.8
2014-05-05,50,9.3,NA
2014-05-06,50,0.1,13.4833333333333
2014-05-06,50,0.8,15.9666666666667
2014-05-06,50,1.6,13.2
2014-05-06,50,2.8,14.3
2014-05-06,50,3.8,13.4333333333333
2014-05-06,50,5,12.75
2014-05-06,50,5.2,NA
2014-05-06,50,5.5,NA
2014-05-06,50,5.8,NA
2014-05-06,50,6,NA
2014-05-06,50,6.2,13.9166666666667
2014-05-06,50,8,9.15
2014-05-06,50,9,11.6666666666667
2014-05-06,50,9.3,NA
2014-05-07,50,0.1,13.2666666666667
2014-05-07,50,0.8,15.7333333333333
2014-05-07,50,1.6,12.9
2014-05-07,50,2.8,13.7
2014-05-07,50,3.8,13.2666666666667
2014-05-07,50,5,12.7
2014-05-07,50,5.2,NA
2014-05-07,50,5.5,NA
2014-05-07,50,5.8,NA
2014-05-07,50,6,NA
2014-05-07,50,6.2,12.9333333333333
2014-05-07,50,8,9.2
2014-05-07,50,9,12.5333333333333
2014-05-07,50,9.3,NA
2014-05-08,50,0.1,13.05
2014-05-08,50,0.8,15.5
2014-05-08,50,1.6,12.6
2014-05-08,50,2.8,13.1
2014-05-08,50,3.8,13.1
2014-05-08,50,5,12.65
2014-05-08,50,5.2,NA
2014-05-08,50,5.5,NA
2014-05-08,50,5.8,NA
2014-05-08,50,6,NA
2014-05-08,50,6.2,11.95
2014-05-08,50,8,9.25
2014-05-08,50,9,13.4
2014-05-08,50,9.3,NA
2014-05-09,50,0.1,12.8333333333333
2014-05-09,50,0.8,15.2666666666667
2014-05-09,50,1.6,12.3
2014-05-09,50,2.8,12.5
2014-05-09,50,3.8,12.9333333333333
2014-05-09,50,5,12.6
2014-05-09,50,5.2,NA
2014-05-09,50,5.5,NA
2014-05-09,50,5.8,NA
2014-05-09,50,6,NA
2014-05-09,50,6.2,10.9666666666667
2014-05-09,50,8,9.3
2014-05-09,50,9,14.2666666666667
2014-05-09,50,9.3,NA
2014-05-10,50,0.1,12.6166666666667
2014-05-10,50,0.8,15.0333333333333
2014-05-10,50,1.6,12
2014-05-10,50,2.8,11.9
2014-05-10,50,3.8,12.7666666666667
2014-05-10,50,5,12.55
2014-05-10,50,5.2,NA
2014-05-10,50,5.5,NA
2014-05-10,50,5.8,NA
2014-05-10,50,6,NA
2014-05-10,50,6.2,9.98333333333333
2014-05-10,50,8,9.35
2014-05-10,50,9,15.1333333333333
2014-05-10,50,9.3,NA
2014-05-12,50,0.1,12.4
2014-05-12,50,0.8,14.8
2014-05-12,50,1.6,11.7
2014-05-12,50,2.8,11.3
2014-05-12,50,3.8,12.6
2014-05-12,50,5,12.5
2014-05-12,50,5.2,NA
2014-05-12,50,5.5,NA
2014-05-12,50,5.8,NA
2014-05-12,50,6,NA
2014-05-12,50,6.2,9
2014-05-12,50,8,9.4
2014-05-12,50,9,16
2014-05-12,50,9.3,NA
2014-05-14,50,0.1,12
2014-05-14,50,0.8,15.0333333333333
2014-05-14,50,1.6,12.6333333333333
2014-05-14,50,2.8,13.4
2014-05-14,50,3.8,12.0666666666667
2014-05-14,50,5,12.2
2014-05-14,50,5.2,NA
2014-05-14,50,5.5,NA
2014-05-14,50,5.8,NA
2014-05-14,50,6,NA
2014-05-14,50,6.2,9.6
2014-05-14,50,8,9.6
2014-05-14,50,9,14.2
